committee_thomas_id,bioguide_id,member_thomas_id,rank,member_name,party,title
HSFA14,B001274,01987,4,Mo Brooks,majority,
HSFA14,C001094,02103,5,Paul Cook,majority,
HSFA14,W000814,02161,6,Randy K. Weber Sr.,majority,
HSFA14,R000587,02073,7,Reid J. Ribble,majority,
HSFA14,T000475,02250,8,David A. Trott,majority,
HSFA14,M001137,01506,1,Gregory W. Meeks,minority,Ranking Member
HSFA14,S001165,01818,2,Albio Sires,minority,
HSFA14,D000610,01976,3,Theodore E. Deutch,minority,
HSFA14,K000375,02025,4,William R. Keating,minority,
HSFA14,F000462,02119,5,Lois Frankel,minority,
HSFA14,G000571,02122,6,Tulsi Gabbard,minority,
SSHR11,I000055,01608,1,Johnny Isakson,majority,Chairman
SSHR11,P000603,02082,2,Rand Paul,majority,
SSHR11,S001184,02056,3,Tim Scott,majority,
SSHR11,K000360,01647,4,Mark Kirk,majority,
SSHR11,R000307,00968,5,Pat Roberts,majority,
SSHR11,C001075,01925,6,Bill Cassidy,majority,
SSHR11,A000360,01695,7,Lamar Alexander,majority,Ex Officio
SSHR11,F000457,01969,1,Al Franken,minority,Ranking Member
SSHR11,C001070,01828,2,"Robert P. Casey, Jr.",minority,
SSHR11,W000802,01823,3,Sheldon Whitehouse,minority,
SSHR11,B001230,01558,4,Tammy Baldwin,minority,
SSHR11,M001111,01409,5,Patty Murray,minority,Ex Officio
HSHM11,M001150,01731,1,Candice S. Miller,majority,Chair
HSHM11,S000583,01075,2,Lamar Smith,majority,
HSHM11,R000575,01704,3,Mike Rogers,majority,
HSHM11,D000615,02057,4,Jeff Duncan,majority,
HSHM11,B001269,02054,5,Lou Barletta,majority,
HSHM11,H001073,02269,6,Will Hurd,majority,
HSHM11,M001197,02225,7,Martha McSally,majority,
HSHM11,M001157,01804,8,Michael T. McCaul,majority,Ex Officio
HSHM11,V000132,02167,1,Filemon Vela,minority,Ranking Member
HSHM11,S000030,01522,2,Loretta Sanchez,minority,
HSHM11,J000032,00588,3,Sheila Jackson Lee,minority,
HSHM11,H001038,01794,4,Brian Higgins,minority,
HSHM11,T000474,02231,5,Norma J. Torres,minority,
HSHM11,T000193,01151,6,Bennie G. Thompson,minority,Ex Officio
HSBA,H001036,01749,1,Jeb Hensarling,majority,Chair
HSBA,K000210,00635,2,Peter T. King,majority,
HSBA,R000487,00998,3,Edward R. Royce,majority,
HSBA,L000491,00711,4,Frank D. Lucas,majority,
HSBA,G000548,01737,5,Scott Garrett,majority,
HSBA,N000182,01758,6,Randy Neugebauer,majority,
HSBA,M001156,01792,7,Patrick T. McHenry,majority,Vice Chair
HSBA,P000588,01738,8,Stevan Pearce,majority,
HSBA,P000599,01915,9,Bill Posey,majority,
HSBA,F000451,01797,10,Michael G. Fitzpatrick,majority,
HSBA,W000796,01779,11,Lynn A. Westmoreland,majority,
HSBA,L000569,01931,12,Blaine Luetkemeyer,majority,
HSBA,H001058,02028,13,Bill Huizenga,majority,
HSBA,D000614,02072,14,Sean P. Duffy,majority,
HSBA,H001060,02069,15,Robert Hurt,majority,
HSBA,S001187,02047,16,Steve Stivers,majority,
HSBA,F000458,02064,17,Stephen Lee Fincher,majority,
HSBA,S001188,01981,18,Marlin A. Stutzman,majority,
HSBA,M001182,02059,19,Mick Mulvaney,majority,
HSBA,H001059,02015,20,Randy Hultgren,majority,
HSBA,R000593,02003,21,Dennis A. Ross,majority,
HSBA,P000606,02141,22,Robert Pittenger,majority,
HSBA,W000812,02137,23,Ann Wagner,majority,
HSBA,B001282,02131,24,Andy Barr,majority,
HSBA,R000598,02158,25,Keith J. Rothfus,majority,
HSBA,M001189,02130,26,Luke Messer,majority,
HSBA,S001183,01994,27,David Schweikert,majority,
HSBA,G000570,02038,28,Frank C. Guinta,majority,
HSBA,T000470,01997,29,Scott R. Tipton,majority,
HSBA,W000816,02165,30,Roger Williams,majority,
HSBA,P000611,02247,31,Bruce Poliquin,majority,
HSBA,L000584,02271,32,Mia B. Love,majority,
HSBA,H001072,02223,33,J. French Hill,majority,
HSBA,E000294,02253,34,Tom Emmer,majority,
HSBA,W000187,01205,1,Maxine Waters,minority,Ranking Member
HSBA,M000087,00729,2,Carolyn B. Maloney,minority,
HSBA,V000081,01184,3,Nydia M. Velázquez,minority,
HSBA,S000344,01526,4,Brad Sherman,minority,
HSBA,M001137,01506,5,Gregory W. Meeks,minority,
HSBA,C001037,01564,6,Michael E. Capuano,minority,
HSBA,H000636,01490,7,Rubén Hinojosa,minority,
HSBA,C001049,01654,8,Wm. Lacy Clay,minority,
HSBA,L000562,01686,9,Stephen F. Lynch,minority,
HSBA,S001157,01722,10,David Scott,minority,
HSBA,G000553,01803,11,Al Green,minority,
HSBA,C001061,01790,12,Emanuel Cleaver,minority,
HSBA,M001160,01811,13,Gwen Moore,minority,
HSBA,E000288,01857,14,Keith Ellison,minority,
HSBA,P000593,01835,15,Ed Perlmutter,minority,
HSBA,H001047,01913,16,James A. Himes,minority,
HSBA,C001083,01999,17,John C. Carney Jr.,minority,
HSBA,S001185,01988,18,Terri A. Sewell,minority,
HSBA,F000454,01888,19,Bill Foster,minority,
HSBA,K000380,02134,20,Daniel T. Kildee,minority,
HSBA,M001191,02117,21,Patrick Murphy,minority,
HSBA,D000620,02133,22,John K. Delaney,minority,
HSBA,S001191,02099,23,Kyrsten Sinema,minority,
HSBA,B001281,02153,24,Joyce Beatty,minority,
HSBA,H001064,02170,25,Denny Heck,minority,
HSBA,V000130,02112,26,Juan Vargas,minority,
HSGO28,L000571,01960,1,Cynthia M. Lummis,majority,Chair
HSGO28,G000565,01992,2,Paul A. Gosar,majority,
HSGO28,F000460,02067,3,Blake Farenthold,majority,
HSGO28,B001297,02233,4,Ken Buck,majority,Vice Chair
HSGO28,R000604,02265,5,Steve Russell,majority,
HSGO28,P000609,02221,6,Gary J. Palmer,majority,
HSGO28,L000581,02252,1,Brenda L. Lawrence,minority,Ranking Member
HSGO28,C001090,02159,2,Matt Cartwright,minority,
HSGO28,P000610,02274,3,Stacey E. Plaskett,minority,
HSGO28,C000754,00231,4,Jim Cooper,minority,
HSGO29,M000689,00800,1,John L. Mica,majority,Chair
HSGO29,T000463,01741,2,Michael R. Turner,majority,
HSGO29,D000533,00322,3,John J. Duncan Jr.,majority,
HSGO29,A000367,02029,4,Justin Amash,majority,
HSGO29,M001184,02094,5,Thomas Massie,majority,
HSGO29,G000576,02276,6,Glenn Grothman,majority,Vice Chair
HSGO29,D000622,02123,1,Tammy Duckworth,minority,Ranking Member
HSGO29,W000822,02259,2,Bonnie Watson Coleman,minority,
HSGO29,D000623,02227,3,Mark DeSaulnier,minority,
HSGO29,B001296,02267,4,Brendan F. Boyle,minority,
SSAF16,H001061,02079,1,John Hoeven,majority,Chairman
SSAF16,M000355,01395,2,Mitch McConnell,majority,
SSAF16,B001236,01687,3,John Boozman,majority,
SSAF16,E000295,02283,4,Joni Ernst,majority,
SSAF16,T000476,02291,5,Thom Tillis,majority,
SSAF16,S001197,02289,6,Ben Sasse,majority,
SSAF16,R000307,00968,7,Pat Roberts,majority,Ex Officio
SSAF16,C001070,01828,1,"Robert P. Casey, Jr.",minority,Ranking Member
SSAF16,L000174,01383,2,Patrick J. Leahy,minority,
SSAF16,B000944,00136,3,Sherrod Brown,minority,
SSAF16,G000555,01866,4,Kirsten E. Gillibrand,minority,
SSAF16,B001267,01965,5,Michael F. Bennet,minority,
SSAF16,S000770,01531,6,Debbie Stabenow,minority,Ex Officio
HSII10,M001177,01908,1,Tom McClintock,majority,Chair
HSII10,Y000033,01256,2,Don Young,majority,
HSII10,G000552,01801,3,Louie Gohmert,majority,
HSII10,T000467,01952,4,Glenn Thompson,majority,
HSII10,L000571,01960,5,Cynthia M. Lummis,majority,
HSII10,L000573,02011,6,Raúl R. Labrador,majority,
HSII10,L000578,02100,7,Doug LaMalfa,majority,
HSII10,W000821,02224,8,Bruce Westerman,majority,
HSII10,N000189,02275,9,Dan Newhouse,majority,
HSII10,Z000018,02254,10,Ryan K. Zinke,majority,
HSII10,H001071,02237,11,Jody B. Hice,majority,
HSII10,M001193,02258,12,Thomas MacArthur,majority,
HSII10,H001070,02260,13,Cresent Hardy,majority,
HSII10,B001250,01753,15,Rob Bishop,majority,Ex Officio
HSII10,T000465,01884,1,Niki Tsongas,minority,Ranking Member
HSII10,C001090,02159,2,Matt Cartwright,minority,
HSII10,B001292,02272,3,Donald S. Beyer Jr.,minority,
HSII10,P000596,01953,4,Pedro R. Pierluisi,minority,
HSII10,H001068,02101,5,Jared Huffman,minority,
HSII10,L000579,02111,6,Alan S. Lowenthal,minority,
HSII10,D000624,02251,7,Debbie Dingell,minority,
HSII10,C001036,01471,8,Lois Capps,minority,
HSII10,P000598,01910,9,Jared Polis,minority,
HSII10,G000551,01708,13,Raúl M. Grijalva,minority,Ex Officio
SSFI11,C000880,00250,1,Mike Crapo,majority,Chairman
SSFI11,R000307,00968,2,Pat Roberts,majority,
SSFI11,E000285,01542,3,Michael B. Enzi,majority,
SSFI11,C001056,01692,4,John Cornyn,majority,
SSFI11,T000250,01534,5,John Thune,majority,
SSFI11,I000055,01608,6,Johnny Isakson,majority,
SSFI11,P000449,00924,7,Rob Portman,majority,
SSFI11,T000461,02085,8,Patrick J. Toomey,majority,
SSFI11,C000542,00209,9,Daniel Coats,majority,
SSFI11,H001041,01863,10,Dean Heller,majority,
SSFI11,S001184,02056,11,Tim Scott,majority,
SSFI11,H000338,01351,12,Orrin G. Hatch,majority,Ex Officio
SSFI11,C001070,01828,1,"Robert P. Casey, Jr.",minority,Ranking Member
SSFI11,S000148,01036,2,Charles E. Schumer,minority,
SSFI11,N000032,00859,3,Bill Nelson,minority,
SSFI11,M000639,00791,4,Robert Menendez,minority,
SSFI11,C000174,00179,5,Thomas R. Carper,minority,
SSFI11,C000141,00174,6,Benjamin L. Cardin,minority,
SSFI11,B001267,01965,7,Michael F. Bennet,minority,
SSFI11,W000805,01897,8,Mark R. Warner,minority,
SSFI11,W000779,01247,9,Ron Wyden,minority,
HSFA13,R000435,00985,1,Ileana Ros-Lehtinen,majority,Chair
HSFA13,C000266,00186,2,Steve Chabot,majority,
HSFA13,W000795,01688,3,Joe Wilson,majority,
HSFA13,I000056,01640,4,Darrell E. Issa,majority,
HSFA13,W000814,02161,5,Randy K. Weber Sr.,majority,
HSFA13,D000621,02116,6,Ron DeSantis,majority,
HSFA13,M001187,02142,7,Mark Meadows,majority,
HSFA13,Y000065,02115,8,Ted S. Yoho,majority,
HSFA13,C001102,02200,9,Curt Clawson,majority,
HSFA13,T000475,02250,10,David A. Trott,majority,
HSFA13,Z000017,02261,11,Lee M. Zeldin,majority,
HSFA13,D000610,01976,1,Theodore E. Deutch,minority,Ranking Member
HSFA13,C001078,01959,2,Gerald E. Connolly,minority,
HSFA13,H001038,01794,3,Brian Higgins,minority,
HSFA13,C001084,02055,4,David N. Cicilline,minority,
HSFA13,G000556,01914,5,Alan Grayson,minority,
HSFA13,M001188,02148,6,Grace Meng,minority,
HSFA13,F000462,02119,7,Lois Frankel,minority,
HSFA13,B001296,02267,8,Brendan F. Boyle,minority,
HSJU08,S000244,01041,1,F. James Sensenbrenner Jr.,majority,Chair
HSJU08,G000552,01801,2,Louie Gohmert,majority,Vice Chair
HSJU08,C000266,00186,3,Steve Chabot,majority,
HSJU08,F000445,01683,4,J. Randy Forbes,majority,
HSJU08,P000592,01802,5,Ted Poe,majority,
HSJU08,C001076,01956,6,Jason Chaffetz,majority,
HSJU08,G000566,02058,7,Trey Gowdy,majority,
HSJU08,L000573,02011,8,Raúl R. Labrador,majority,
HSJU08,B001297,02233,9,Ken Buck,majority,
HSJU08,B001293,02249,10,Mike Bishop,majority,
HSJU08,J000032,00588,1,Sheila Jackson Lee,minority,Ranking Member
HSJU08,P000596,01953,2,Pedro R. Pierluisi,minority,
HSJU08,C001080,01970,3,Judy Chu,minority,
HSJU08,G000535,00478,4,Luis V. Gutiérrez,minority,
HSJU08,B001270,01996,5,Karen Bass,minority,
HSJU08,R000588,02023,6,Cedric L. Richmond,minority,
HSAP18,D000604,01799,1,Charles W. Dent,majority,Chair
HSAP18,F000449,01793,2,Jeff Fortenberry,majority,Vice Chair
HSAP18,R000583,01916,3,Thomas J. Rooney,majority,
HSAP18,R000591,01986,4,Martha Roby,majority,
HSAP18,V000129,02105,5,David G. Valadao,majority,
HSAP18,J000295,02154,6,David P. Joyce,majority,
HSAP18,J000296,02199,7,David W. Jolly,majority,
HSAP18,B000490,00091,1,Sanford D. Bishop Jr.,minority,Ranking Member
HSAP18,F000030,00368,2,Sam Farr,minority,
HSAP18,P000523,00930,3,David E. Price,minority,
HSAP18,L000551,01501,4,Barbara Lee,minority,
HSSO,D000604,01799,1,Charles W. Dent,majority,Chair
HSSO,M001181,02052,2,Patrick Meehan,majority,
HSSO,G000566,02058,3,Trey Gowdy,majority,
HSSO,B001284,02129,4,Susan W. Brooks,majority,
HSSO,M001158,01806,5,Kenny Marchant,majority,
HSSO,S001156,01757,1,Linda T. Sánchez,minority,Ranking Member
HSSO,C001037,01564,2,Michael E. Capuano,minority,
HSSO,C001067,01864,3,Yvette D. Clarke,minority,
HSSO,D000610,01976,4,Theodore E. Deutch,minority,
HSSO,L000557,01583,5,John B. Larson,minority,
SSFR07,R000584,01896,1,James E. Risch,majority,Chairman
SSFR07,P000612,02286,2,David Perdue,majority,
SSFR07,P000603,02082,3,Rand Paul,majority,
SSFR07,R000595,02084,4,Marco Rubio,majority,
SSFR07,J000293,02086,5,Ron Johnson,majority,
SSFR07,C001071,01825,6,Bob Corker,majority,Ex Officio
SSFR07,M001169,01837,1,Christopher Murphy,minority,Ranking Member
SSFR07,C000141,00174,2,Benjamin L. Cardin,minority,
SSFR07,S001181,01901,3,Jeanne Shaheen,minority,
SSFR07,K000384,02176,4,Tim Kaine,minority,
SSAS16,S001141,01548,1,Jeff Sessions,majority,Chairman
SSAS16,I000024,00583,2,James M. Inhofe,majority,
SSAS16,F000463,02179,3,Deb Fischer,majority,
SSAS16,L000577,02080,4,Mike Lee,majority,
SSAS16,G000359,00452,5,Lindsey Graham,majority,
SSAS16,C001098,02175,6,Ted Cruz,majority,
SSAS16,M000303,00754,7,John McCain,majority,Ex Officio
SSAS16,D000607,01850,1,Joe Donnelly,minority,Ranking Member
SSAS16,N000032,00859,2,Bill Nelson,minority,
SSAS16,M001183,01983,3,"Joe Manchin, III",minority,
SSAS16,K000383,02185,4,"Angus S. King, Jr.",minority,
SSAS16,H001046,01937,5,Martin Heinrich,minority,
SSAS16,R000122,00949,6,Jack Reed,minority,Ex Officio
SSAP14,H001061,02079,1,John Hoeven,majority,Chairman
SSAP14,C000567,00213,2,Thad Cochran,majority,
SSAP14,S000320,01049,3,Richard C. Shelby,majority,
SSAP14,M001153,01694,4,Lisa Murkowski,majority,
SSAP14,G000359,00452,5,Lindsey Graham,majority,
SSAP14,C001075,01925,6,Bill Cassidy,majority,
SSAP14,S001181,01901,1,Jeanne Shaheen,minority,Ranking Member
SSAP14,L000174,01383,2,Patrick J. Leahy,minority,
SSAP14,M001111,01409,3,Patty Murray,minority,
SSAP14,T000464,01829,4,Jon Tester,minority,
SSAP14,B001230,01558,5,Tammy Baldwin,minority,
SSAP14,M000702,00802,6,Barbara A. Mikulski,minority,Ex Officio
HSBA04,L000569,01931,1,Blaine Luetkemeyer,majority,Chair
HSBA04,W000796,01779,2,Lynn A. Westmoreland,majority,Vice Chair
HSBA04,R000487,00998,3,Edward R. Royce,majority,
HSBA04,G000548,01737,4,Scott Garrett,majority,
HSBA04,P000588,01738,5,Stevan Pearce,majority,
HSBA04,P000599,01915,6,Bill Posey,majority,
HSBA04,H001060,02069,7,Robert Hurt,majority,
HSBA04,S001187,02047,8,Steve Stivers,majority,
HSBA04,R000593,02003,9,Dennis A. Ross,majority,
HSBA04,B001282,02131,10,Andy Barr,majority,
HSBA04,R000598,02158,11,Keith J. Rothfus,majority,
HSBA04,W000816,02165,12,Roger Williams,majority,
HSBA04,H001036,01749,13,Jeb Hensarling,majority,Ex Officio
HSBA04,C001061,01790,1,Emanuel Cleaver,minority,Ranking Member
HSBA04,V000081,01184,2,Nydia M. Velázquez,minority,
HSBA04,C001037,01564,3,Michael E. Capuano,minority,
HSBA04,C001049,01654,4,Wm. Lacy Clay,minority,
HSBA04,G000553,01803,5,Al Green,minority,
HSBA04,M001160,01811,6,Gwen Moore,minority,
HSBA04,E000288,01857,7,Keith Ellison,minority,
HSBA04,B001281,02153,8,Joyce Beatty,minority,
HSBA04,K000380,02134,9,Daniel T. Kildee,minority,
HSBA04,W000187,01205,10,Maxine Waters,minority,Ex Officio
SSFI12,C000542,00209,1,Daniel Coats,majority,Chairman
SSFI12,G000386,00457,2,Chuck Grassley,majority,
SSFI12,C000880,00250,3,Mike Crapo,majority,
SSFI12,E000285,01542,4,Michael B. Enzi,majority,
SSFI12,C001056,01692,5,John Cornyn,majority,
SSFI12,T000250,01534,6,John Thune,majority,
SSFI12,B001135,00153,7,Richard Burr,majority,
SSFI12,H000338,01351,8,Orrin G. Hatch,majority,Ex Officio
SSFI12,B001267,01965,1,Michael F. Bennet,minority,Ranking Member
SSFI12,C000127,00172,2,Maria Cantwell,minority,
SSFI12,N000032,00859,3,Bill Nelson,minority,
SSFI12,C000174,00179,4,Thomas R. Carper,minority,
SSFI12,C001070,01828,5,"Robert P. Casey, Jr.",minority,
SSFI12,W000779,01247,6,Ron Wyden,minority,Ex Officio
SSFI14,P000449,00924,1,Rob Portman,majority,Chairman
SSFI14,C000880,00250,2,Mike Crapo,majority,
SSFI14,B001135,00153,3,Richard Burr,majority,
SSFI14,H000338,01351,4,Orrin G. Hatch,majority,Ex Officio
SSFI14,W000805,01897,1,Mark R. Warner,minority,Ranking Member
SSFI14,W000779,01247,2,Ron Wyden,minority,Ex Officio
HSHM,M001157,01804,1,Michael T. McCaul,majority,Chair
HSHM,S000583,01075,2,Lamar Smith,majority,
HSHM,K000210,00635,3,Peter T. King,majority,
HSHM,R000575,01704,4,Mike Rogers,majority,
HSHM,M001150,01731,5,Candice S. Miller,majority,Vice Chair
HSHM,D000615,02057,6,Jeff Duncan,majority,
HSHM,M001179,02053,7,Tom Marino,majority,
HSHM,B001269,02054,8,Lou Barletta,majority,
HSHM,P000605,02157,9,Scott Perry,majority,
HSHM,C001102,02200,10,Curt Clawson,majority,
HSHM,K000386,02264,11,John Katko,majority,
HSHM,H001073,02269,12,Will Hurd,majority,
HSHM,C001103,02236,13,"Earl L. ""Buddy"" Carter",majority,
HSHM,W000819,02255,14,Mark Walker,majority,
HSHM,L000583,02238,15,Barry Loudermilk,majority,
HSHM,M001197,02225,16,Martha McSally,majority,
HSHM,R000601,02268,17,John Ratcliffe,majority,
HSHM,D000625,02293,18,Daniel M. Donovan Jr.,majority,
HSHM,T000193,01151,1,Bennie G. Thompson,minority,Ranking Member
HSHM,S000030,01522,2,Loretta Sanchez,minority,
HSHM,J000032,00588,3,Sheila Jackson Lee,minority,
HSHM,L000559,01668,4,James R. Langevin,minority,
HSHM,H001038,01794,5,Brian Higgins,minority,
HSHM,R000588,02023,6,Cedric L. Richmond,minority,
HSHM,K000375,02025,7,William R. Keating,minority,
HSHM,P000604,02097,8,Donald M. Payne Jr.,minority,
HSHM,V000132,02167,9,Filemon Vela,minority,
HSHM,W000822,02259,10,Bonnie Watson Coleman,minority,
HSHM,R000602,02262,11,Kathleen M. Rice,minority,
HSHM,T000474,02231,12,Norma J. Torres,minority,
SSCM24,C001098,02175,1,Ted Cruz,majority,Chairman
SSCM24,R000595,02084,2,Marco Rubio,majority,
SSCM24,M000934,01507,3,Jerry Moran,majority,
SSCM24,S001198,02290,4,Daniel Sullivan,majority,
SSCM24,G000562,01998,5,Cory Gardner,majority,
SSCM24,D000618,02138,6,Steve Daines,majority,
SSCM24,T000250,01534,7,John Thune,majority,Ex Officio
SSCM24,P000595,01929,1,Gary Peters,minority,Ranking Member
SSCM24,M000133,00735,2,Edward J. Markey,minority,
SSCM24,B001288,02194,3,Cory A. Booker,minority,
SSCM24,S001194,02173,4,Brian Schatz,minority,
SSCM24,U000039,01567,5,Tom Udall,minority,
SSCM24,N000032,00859,6,Bill Nelson,minority,Ex Officio
JSLC,B000575,01464,1,Roy Blunt,majority,Chairman
JSLC,R000307,00968,2,Pat Roberts,majority,
JSLC,C001047,01676,3,Shelley Moore Capito,majority,
JSLC,S000148,01036,1,Charles E. Schumer,minority,
JSLC,L000174,01383,2,Patrick J. Leahy,minority,
JSLC,H001045,01933,1,Gregg Harper,majority,Chairman
JSLC,M001150,01731,2,Candice S. Miller,majority,
JSLC,C001053,01742,3,Tom Cole,majority,
JSLC,B001227,01469,1,Robert A. Brady,minority,
JSLC,L000397,00701,2,Zoe Lofgren,minority,
HSHM08,R000601,02268,1,John Ratcliffe,majority,Chair
HSHM08,K000210,00635,2,Peter T. King,majority,
HSHM08,M001179,02053,3,Tom Marino,majority,
HSHM08,P000605,02157,4,Scott Perry,majority,
HSHM08,C001102,02200,5,Curt Clawson,majority,
HSHM08,D000625,02293,6,Daniel M. Donovan Jr.,majority,
HSHM08,M001157,01804,7,Michael T. McCaul,majority,Ex Officio
HSHM08,R000588,02023,1,Cedric L. Richmond,minority,Ranking Member
HSHM08,S000030,01522,2,Loretta Sanchez,minority,
HSHM08,J000032,00588,3,Sheila Jackson Lee,minority,
HSHM08,L000559,01668,4,James R. Langevin,minority,
HSHM08,T000193,01151,5,Bennie G. Thompson,minority,Ex Officio
SSFR,C001071,01825,1,Bob Corker,majority,Chairman
SSFR,R000584,01896,2,James E. Risch,majority,
SSFR,R000595,02084,3,Marco Rubio,majority,
SSFR,J000293,02086,4,Ron Johnson,majority,
SSFR,F000444,01633,5,Jeff Flake,majority,
SSFR,G000562,01998,6,Cory Gardner,majority,
SSFR,P000612,02286,7,David Perdue,majority,
SSFR,I000055,01608,8,Johnny Isakson,majority,
SSFR,P000603,02082,9,Rand Paul,majority,
SSFR,B001261,01881,10,John Barrasso,majority,
SSFR,C000141,00174,1,Benjamin L. Cardin,minority,Ranking Member
SSFR,B000711,00116,2,Barbara Boxer,minority,
SSFR,M000639,00791,3,Robert Menendez,minority,
SSFR,S001181,01901,4,Jeanne Shaheen,minority,
SSFR,C001088,01984,5,Christopher A. Coons,minority,
SSFR,U000039,01567,6,Tom Udall,minority,
SSFR,M001169,01837,7,Christopher Murphy,minority,
SSFR,K000384,02176,8,Tim Kaine,minority,
SSFR,M000133,00735,9,Edward J. Markey,minority,
SSAF14,P000612,02286,1,David Perdue,majority,Chairman
SSAF14,C000567,00213,2,Thad Cochran,majority,
SSAF14,M000355,01395,3,Mitch McConnell,majority,
SSAF14,B001236,01687,4,John Boozman,majority,
SSAF14,S001197,02289,5,Ben Sasse,majority,
SSAF14,G000386,00457,6,Chuck Grassley,majority,
SSAF14,R000307,00968,7,Pat Roberts,majority,Ex Officio
SSAF14,B001267,01965,1,Michael F. Bennet,minority,Ranking Member
SSAF14,K000367,01826,2,Amy Klobuchar,minority,
SSAF14,L000174,01383,3,Patrick J. Leahy,minority,
SSAF14,H001069,02174,4,Heidi Heitkamp,minority,
SSAF14,C001070,01828,5,"Robert P. Casey, Jr.",minority,
SSAF14,S000770,01531,6,Debbie Stabenow,minority,Ex Officio
SSAS,M000303,00754,1,John McCain,majority,Chairman
SSAS,I000024,00583,2,James M. Inhofe,majority,
SSAS,S001141,01548,3,Jeff Sessions,majority,
SSAS,W000437,01226,4,Roger F. Wicker,majority,
SSAS,A000368,02075,5,Kelly Ayotte,majority,
SSAS,F000463,02179,6,Deb Fischer,majority,
SSAS,C001095,02098,7,Tom Cotton,majority,
SSAS,R000605,02288,8,Mike Rounds,majority,
SSAS,E000295,02283,9,Joni Ernst,majority,
SSAS,T000476,02291,10,Thom Tillis,majority,
SSAS,S001198,02290,11,Daniel Sullivan,majority,
SSAS,L000577,02080,12,Mike Lee,majority,
SSAS,G000359,00452,13,Lindsey Graham,majority,
SSAS,C001098,02175,14,Ted Cruz,majority,
SSAS,R000122,00949,1,Jack Reed,minority,Ranking Member
SSAS,N000032,00859,2,Bill Nelson,minority,
SSAS,M001170,01820,3,Claire McCaskill,minority,
SSAS,M001183,01983,4,"Joe Manchin, III",minority,
SSAS,S001181,01901,5,Jeanne Shaheen,minority,
SSAS,G000555,01866,6,Kirsten E. Gillibrand,minority,
SSAS,B001277,02076,7,Richard Blumenthal,minority,
SSAS,D000607,01850,8,Joe Donnelly,minority,
SSAS,H001042,01844,9,Mazie K. Hirono,minority,
SSAS,K000384,02176,10,Tim Kaine,minority,
SSAS,K000383,02185,11,"Angus S. King, Jr.",minority,
SSAS,H001046,01937,12,Martin Heinrich,minority,
SSFI,H000338,01351,1,Orrin G. Hatch,majority,Chairman
SSFI,G000386,00457,2,Chuck Grassley,majority,
SSFI,C000880,00250,3,Mike Crapo,majority,
SSFI,R000307,00968,4,Pat Roberts,majority,
SSFI,E000285,01542,5,Michael B. Enzi,majority,
SSFI,C001056,01692,6,John Cornyn,majority,
SSFI,T000250,01534,7,John Thune,majority,
SSFI,B001135,00153,8,Richard Burr,majority,
SSFI,I000055,01608,9,Johnny Isakson,majority,
SSFI,P000449,00924,10,Rob Portman,majority,
SSFI,T000461,02085,11,Patrick J. Toomey,majority,
SSFI,C000542,00209,12,Daniel Coats,majority,
SSFI,H001041,01863,13,Dean Heller,majority,
SSFI,S001184,02056,14,Tim Scott,majority,
SSFI,W000779,01247,1,Ron Wyden,minority,Ranking Member
SSFI,S000148,01036,2,Charles E. Schumer,minority,
SSFI,S000770,01531,3,Debbie Stabenow,minority,
SSFI,C000127,00172,4,Maria Cantwell,minority,
SSFI,N000032,00859,5,Bill Nelson,minority,
SSFI,M000639,00791,6,Robert Menendez,minority,
SSFI,C000174,00179,7,Thomas R. Carper,minority,
SSFI,C000141,00174,8,Benjamin L. Cardin,minority,
SSFI,B000944,00136,9,Sherrod Brown,minority,
SSFI,B001267,01965,10,Michael F. Bennet,minority,
SSFI,C001070,01828,11,"Robert P. Casey, Jr.",minority,
SSFI,W000805,01897,12,Mark R. Warner,minority,
SSAP23,B001236,01687,1,John Boozman,majority,Chairman
SSAP23,M000934,01507,2,Jerry Moran,majority,
SSAP23,L000575,02050,3,James Lankford,majority,
SSAP23,C000567,00213,4,Thad Cochran,majority,Ex Officio
SSAP23,C001088,01984,1,Christopher A. Coons,minority,Ranking Member
SSAP23,D000563,00326,2,Richard J. Durbin,minority,
SSAP23,M000702,00802,3,Barbara A. Mikulski,minority,Ex Officio
HSAP02,F000372,00414,1,Rodney P. Frelinghuysen,majority,Chair
HSAP02,G000377,01487,2,Kay Granger,majority,Vice Chair
HSAP02,C001045,01643,3,Ander Crenshaw,majority,
HSAP02,C000059,00165,4,Ken Calvert,majority,
HSAP02,C001053,01742,5,Tom Cole,majority,
HSAP02,W000809,01991,6,Steve Womack,majority,
HSAP02,A000055,01460,7,Robert B. Aderholt,majority,
HSAP02,C001051,01752,8,John R. Carter,majority,
HSAP02,D000600,01717,9,Mario Diaz-Balart,majority,
HSAP02,G000560,01979,10,Tom Graves,majority,
HSAP02,V000108,01188,1,Peter J. Visclosky,minority,Ranking Member
HSAP02,M001143,01653,2,Betty McCollum,minority,
HSAP02,I000057,01663,3,Steve Israel,minority,
HSAP02,R000577,01756,4,Tim Ryan,minority,
HSAP02,R000576,01728,5,C. A. Dutch Ruppersberger,minority,
HSAP02,K000009,00616,6,Marcy Kaptur,minority,
SSHR09,P000603,02082,1,Rand Paul,majority,Chairman
SSHR09,M001153,01694,2,Lisa Murkowski,majority,
SSHR09,B001135,00153,3,Richard Burr,majority,
SSHR09,K000360,01647,4,Mark Kirk,majority,
SSHR09,H000338,01351,5,Orrin G. Hatch,majority,
