code,bioguide_id,party,thomas_id,title,member_name,rank
SSCM01,J000293,majority,02086,,Ron Johnson,9
SSCM01,H001041,majority,01863,,Dean Heller,10
SSCM01,G000562,majority,01998,,Cory Gardner,11
SSCM01,T000250,majority,01534,Ex Officio,John Thune,12
SSCM01,C000127,minority,00172,Ranking Member,Maria Cantwell,1
SSCM01,K000367,minority,01826,,Amy Klobuchar,2
SSCM01,B001277,minority,02076,,Richard Blumenthal,3
SSCM01,S001194,minority,02173,,Brian Schatz,4
SSCM01,M000133,minority,00735,,Edward J. Markey,5
SSCM01,B001288,minority,02194,,Cory A. Booker,6
SSCM01,U000039,minority,01567,,Tom Udall,7
SSCM01,M001183,minority,01983,,"Joe Manchin, III",8
SSCM01,P000595,minority,01929,,Gary Peters,9
SSCM01,N000032,minority,00859,Ex Officio,Bill Nelson,10
HSSY15,C001105,majority,02273,Chair,Barbara Comstock,1
HSSY15,L000491,majority,00711,,Frank D. Lucas,2
HSSY15,M001157,majority,01804,,Michael T. McCaul,3
HSSY15,H001059,majority,02015,,Randy Hultgren,4
HSSY15,M001194,majority,02248,Vice Chair,John R. Moolenaar,5
HSSY15,W000821,majority,02224,,Bruce Westerman,6
HSSY15,N000189,majority,02275,,Dan Newhouse,7
HSSY15,P000609,majority,02221,,Gary J. Palmer,8
HSSY15,A000374,majority,02244,,Ralph Lee Abraham,9
HSSY15,S000583,majority,01075,Ex Officio,Lamar Smith,10
HSSY15,L000563,minority,01781,Ranking Member,Daniel Lipinski,1
HSSY15,E000293,minority,02114,,Elizabeth H. Esty,2
HSSY15,C001101,minority,02196,,Katherine M. Clark,3
HSSY15,T000469,minority,01942,,Paul Tonko,4
HSSY15,B001278,minority,02092,,Suzanne Bonamici,5
HSSY15,S001193,minority,02104,,Eric Swalwell,6
HSSY15,J000126,minority,00599,Ex Officio,Eddie Bernice Johnson,7
HSHA,M001150,majority,01731,Chair,Candice S. Miller,1
HSHA,H001045,majority,01933,,Gregg Harper,2
HSHA,N000185,majority,02001,,Richard B. Nugent,3
HSHA,D000619,majority,02126,,Rodney Davis,4
HSHA,C001105,majority,02273,,Barbara Comstock,5
HSHA,W000819,majority,02255,,Mark Walker,6
HSHA,B001227,minority,01469,Ranking Member,Robert A. Brady,1
HSHA,L000397,minority,00701,,Zoe Lofgren,2
HSHA,V000130,minority,02112,,Juan Vargas,3
HSSO,D000604,majority,01799,Chair,Charles W. Dent,1
HSSO,M001181,majority,02052,,Patrick Meehan,2
HSSO,G000566,majority,02058,,Trey Gowdy,3
HSSO,B001284,majority,02129,,Susan W. Brooks,4
HSSO,M001158,majority,01806,,Kenny Marchant,5
HSSO,S001156,minority,01757,Ranking Member,Linda T. Sánchez,1
HSSO,C001037,minority,01564,,Michael E. Capuano,2
HSSO,C001067,minority,01864,,Yvette D. Clarke,3
HSSO,D000610,minority,01976,,Theodore E. Deutch,4
HSSO,L000557,minority,01583,,John B. Larson,5
HSIF14,P000373,majority,01514,Chair,Joseph R. Pitts,1
HSIF14,G000558,majority,01922,Vice Chair,Brett Guthrie,2
HSIF14,W000413,majority,01222,,Ed Whitfield,3
HSIF14,S000364,majority,01527,,John Shimkus,4
HSIF14,M001151,majority,01744,,Tim Murphy,5
HSIF14,B001248,majority,01751,,Michael C. Burgess,6
HSIF14,B001243,majority,01748,,Marsha Blackburn,7
HSIF14,M001159,majority,01809,,Cathy McMorris Rodgers,8
HSIF14,L000567,majority,01936,,Leonard Lance,9
HSIF14,G000568,majority,02070,,H. Morgan Griffith,10
HSIF14,B001257,majority,01838,,Gus M. Bilirakis,11
HSIF14,L000576,majority,02033,,Billy Long,12
HSIF14,E000291,majority,02036,,Renee L. Ellmers,13
HSIF14,B001275,majority,02018,,Larry Bucshon,14
HSIF14,B001284,majority,02129,,Susan W. Brooks,15
HSIF14,C001092,majority,02151,,Chris Collins,16
HSIF14,B000213,majority,00062,,Joe Barton,17
HSIF14,U000031,majority,01177,Ex Officio,Fred Upton,18
HSIF14,G000410,minority,00462,Ranking Member,Gene Green,1
HSIF14,E000179,minority,00344,,Eliot L. Engel,2
HSIF14,C001036,minority,01471,,Lois Capps,3
HSIF14,S001145,minority,01588,,Janice D. Schakowsky,4
HSIF14,B001251,minority,01761,,G. K. Butterfield,5
HSIF14,C001066,minority,01839,,Kathy Castor,6
HSIF14,S001168,minority,01854,,John P. Sarbanes,7
HSIF14,M001163,minority,01814,,Doris O. Matsui,8
HSIF14,L000570,minority,01939,,Ben Ray Luján,9
HSIF14,S001180,minority,01950,,Kurt Schrader,10
HSIF14,K000379,minority,02172,,Joseph P. Kennedy III,11
HSIF14,C001097,minority,02107,,Tony Cárdenas,12
HSIF14,P000034,minority,00887,Ex Officio,Frank Pallone Jr.,13
SSFR01,J000293,majority,02086,Chairman,Ron Johnson,1
SSFR01,P000603,majority,02082,,Rand Paul,2
SSFR01,R000584,majority,01896,,James E. Risch,3
SSFR01,G000562,majority,01998,,Cory Gardner,4
SSFR01,B001261,majority,01881,,John Barrasso,5
SSFR01,C001071,majority,01825,Ex Officio,Bob Corker,6
SSFR01,S001181,minority,01901,Ranking Member,Jeanne Shaheen,1
SSFR01,M001169,minority,01837,,Christopher Murphy,2
SSFR01,K000384,minority,02176,,Tim Kaine,3
SSFR01,M000133,minority,00735,,Edward J. Markey,4
SSFR01,C000141,minority,00174,Ex Officio,Benjamin L. Cardin,5
SSAP22,A000360,majority,01695,Chairman,Lamar Alexander,1
SSAP22,C000567,majority,00213,,Thad Cochran,2
SSAP22,M000355,majority,01395,,Mitch McConnell,3
SSAP22,S000320,majority,01049,,Richard C. Shelby,4
SSAP22,C001035,majority,01541,,Susan M. Collins,5
SSAP22,M001153,majority,01694,,Lisa Murkowski,6
SSAP22,G000359,majority,00452,,Lindsey Graham,7
SSAP22,H001061,majority,02079,,John Hoeven,8
SSAP22,L000575,majority,02050,,James Lankford,9
SSAP22,F000062,minority,01332,Ranking Member,Dianne Feinstein,1
SSAP22,M001111,minority,01409,,Patty Murray,2
SSAP22,T000464,minority,01829,,Jon Tester,3
SSAP22,D000563,minority,00326,,Richard J. Durbin,4
SSAP22,U000039,minority,01567,,Tom Udall,5
SSAP22,S001181,minority,01901,,Jeanne Shaheen,6
SSAP22,M001176,minority,01900,,Jeff Merkley,7
SSAP22,C001088,minority,01984,,Christopher A. Coons,8
SSAP22,M000702,minority,00802,Ex Officio,Barbara A. Mikulski,9
SSAP02,C000567,majority,00213,Chairman,Thad Cochran,1
SSAP02,M000355,majority,01395,,Mitch McConnell,2
SSAP02,S000320,majority,01049,,Richard C. Shelby,3
SSAP02,A000360,majority,01695,,Lamar Alexander,4
SSAP02,C001035,majority,01541,,Susan M. Collins,5
SSAP02,M001153,majority,01694,,Lisa Murkowski,6
SSAP02,G000359,majority,00452,,Lindsey Graham,7
SSAP02,B000575,majority,01464,,Roy Blunt,8
SSAP02,D000618,majority,02138,,Steve Daines,9
SSAP02,M000934,majority,01507,,Jerry Moran,10
SSAP02,D000563,minority,00326,Ranking Member,Richard J. Durbin,1
SSAP02,L000174,minority,01383,,Patrick J. Leahy,2
SSAP02,F000062,minority,01332,,Dianne Feinstein,3
SSAP02,M000702,minority,00802,,Barbara A. Mikulski,4
SSAP02,M001111,minority,01409,,Patty Murray,5
SSAP02,R000122,minority,00949,,Jack Reed,6
SSAP02,T000464,minority,01829,,Jon Tester,7
SSAP02,U000039,minority,01567,,Tom Udall,8
SSAP02,S001194,minority,02173,,Brian Schatz,9
SSJU01,L000577,majority,02080,Chairman,Mike Lee,1
SSJU01,P000612,majority,02286,,David Perdue,2
SSJU01,T000476,majority,02291,,Thom Tillis,3
SSJU01,G000386,majority,00457,,Chuck Grassley,4
SSJU01,H000338,majority,01351,,Orrin G. Hatch,5
SSJU01,K000367,minority,01826,Ranking Member,Amy Klobuchar,1
SSJU01,C001088,minority,01984,,Christopher A. Coons,2
SSJU01,F000457,minority,01969,,Al Franken,3
SSJU01,B001277,minority,02076,,Richard Blumenthal,4
HSHM07,K000386,majority,02264,Chair,John Katko,1
HSHM07,R000575,majority,01704,,Mike Rogers,2
HSHM07,C001103,majority,02236,,"Earl L. ""Buddy"" Carter",3
HSHM07,W000819,majority,02255,,Mark Walker,4
HSHM07,R000601,majority,02268,,John Ratcliffe,5
HSHM07,M001157,majority,01804,Ex Officio,Michael T. McCaul,6
HSHM07,R000602,minority,02262,Ranking Member,Kathleen M. Rice,1
HSHM07,K000375,minority,02025,,William R. Keating,2
HSHM07,P000604,minority,02097,,Donald M. Payne Jr.,3
HSHM07,T000193,minority,01151,Ex Officio,Bennie G. Thompson,4
HSAS06,H001053,majority,02032,Chair,Vicky Hartzler,1
HSAS06,M001144,majority,01685,,Jeff Miller,2
HSAS06,C001062,majority,01805,,K. Michael Conaway,3
HSAS06,H001055,majority,02040,,Joseph J. Heck,4
HSAS06,S001189,majority,02009,,Austin Scott,5
HSAS06,M001197,majority,02225,,Martha McSally,6
HSAS06,S001175,minority,01890,Ranking Member,Jackie Speier,1
HSAS06,C000754,minority,00231,,Jim Cooper,2
HSAS06,J000288,minority,01843,,"Henry C. ""Hank"" Johnson Jr.",3
HSAS06,G000575,minority,02234,,Gwen Graham,4
HSVR03,B001271,majority,02027,Chair,Dan Benishek,1
HSVR03,B001257,majority,01838,,Gus M. Bilirakis,2
HSVR03,R000582,majority,01954,,David P. Roe,3
HSVR03,H001057,majority,02020,,Tim Huelskamp,4
HSVR03,C001077,majority,01912,,Mike Coffman,5
HSVR03,W000815,majority,02152,,Brad R. Wenstrup,6
HSVR03,A000374,majority,02244,,Ralph Lee Abraham,7
HSVR03,B001285,minority,02106,Ranking Member,Julia Brownley,1
HSVR03,T000472,minority,02110,,Mark Takano,2
HSVR03,R000599,minority,02109,,Raul Ruiz,3
HSVR03,K000382,minority,02145,,Ann M. Kuster,4
HSVR03,O000170,minority,02162,,Beto O'Rourke,5
HSAS28,F000445,majority,01683,Chair,J. Randy Forbes,1
HSAS28,C001062,majority,01805,,K. Michael Conaway,2
HSAS28,B001289,majority,02197,,Bradley Byrne,3
HSAS28,W000804,majority,01886,,Robert J. Wittman,4
HSAS28,H001048,majority,01909,Vice Chair,Duncan Hunter,5
HSAS28,H001053,majority,02032,,Vicky Hartzler,6
HSAS28,C001094,majority,02103,,Paul Cook,7
HSAS28,B001283,majority,02155,,Jim Bridenstine,8
HSAS28,W000813,majority,02128,,Jackie Walorski,9
HSAS28,Z000018,majority,02254,,Ryan K. Zinke,10
HSAS28,K000387,majority,02228,,Stephen Knight,11
HSAS28,R000604,majority,02265,,Steve Russell,12
HSAS28,C001069,minority,01836,Ranking Member,Joe Courtney,1
HSAS28,L000559,minority,01668,,James R. Langevin,2
HSAS28,L000560,minority,01675,,Rick Larsen,3
HSAS28,B001245,minority,01723,,Madeleine Z. Bordallo,4
HSAS28,J000288,minority,01843,,"Henry C. ""Hank"" Johnson Jr.",5
HSAS28,P000608,minority,02113,,Scott H. Peters,6
HSAS28,G000571,minority,02122,,Tulsi Gabbard,7
HSAS28,G000575,minority,02234,,Gwen Graham,8
HSAS28,M001196,minority,02246,,Seth Moulton,9
HSFA14,R000409,majority,00979,Chair,Dana Rohrabacher,1
HSFA14,P000592,majority,01802,,Ted Poe,2
HSFA14,M001179,majority,02053,,Tom Marino,3
HSFA14,B001274,majority,01987,,Mo Brooks,4
HSFA14,C001094,majority,02103,,Paul Cook,5
HSFA14,W000814,majority,02161,,Randy K. Weber Sr.,6
HSFA14,R000587,majority,02073,,Reid J. Ribble,7
HSFA14,T000475,majority,02250,,David A. Trott,8
HSFA14,M001137,minority,01506,Ranking Member,Gregory W. Meeks,1
HSFA14,S001165,minority,01818,,Albio Sires,2
HSFA14,D000610,minority,01976,,Theodore E. Deutch,3
HSFA14,K000375,minority,02025,,William R. Keating,4
HSFA14,F000462,minority,02119,,Lois Frankel,5
HSFA14,G000571,minority,02122,,Tulsi Gabbard,6
HSWM02,B000755,majority,01468,Chair,Kevin Brady,1
HSWM02,J000174,majority,00603,,Sam Johnson,2
HSWM02,N000181,majority,01710,,Devin Nunes,3
HSWM02,R000580,majority,01848,,Peter J. Roskam,4
HSWM02,P000591,majority,01778,,Tom Price,5
HSWM02,B001260,majority,01840,,Vern Buchanan,6
HSWM02,S001172,majority,01860,,Adrian Smith,7
HSWM02,J000290,majority,01921,,Lynn Jenkins,8
HSWM02,M001158,majority,01806,,Kenny Marchant,9
HSWM02,B001273,majority,02063,,Diane Black,10
HSWM02,M000404,minority,00766,Ranking Member,Jim McDermott,1
HSWM02,T000460,minority,01593,,Mike Thompson,2
HSWM02,K000188,minority,01498,,Ron Kind,3
HSWM02,B000574,minority,00099,,Earl Blumenauer,4
HSWM02,P000096,minority,01510,,Bill Pascrell Jr.,5
HSWM02,D000096,minority,01477,,Danny K. Davis,6
HSED02,R000582,majority,01954,Chair,David P. Roe,1
HSED02,W000795,majority,01688,,Joe Wilson,2
HSED02,F000450,majority,01791,,Virginia Foxx,3
HSED02,W000798,majority,01855,,Tim Walberg,4
HSED02,S000018,majority,01009,,Matt Salmon,5
HSED02,G000558,majority,01922,,Brett Guthrie,6
HSED02,B001269,majority,02054,,Lou Barletta,7
HSED02,H001055,majority,02040,,Joseph J. Heck,8
HSED02,M001189,majority,02130,,Luke Messer,9
HSED02,B001289,majority,02197,,Bradley Byrne,10
HSED02,C001103,majority,02236,,"Earl L. ""Buddy"" Carter",11
HSED02,G000576,majority,02276,,Glenn Grothman,12
HSED02,A000372,majority,02239,,Rick W. Allen,13
HSED02,P000598,minority,01910,Ranking Member,Jared Polis,1
HSED02,C001069,minority,01836,,Joe Courtney,2
HSED02,P000607,minority,02171,,Mark Pocan,3
HSED02,H000636,minority,01490,,Rubén Hinojosa,4
HSED02,S001177,minority,01962,,Gregorio Kilili Camacho Sablan,5
HSED02,W000808,minority,02004,,Frederica S. Wilson,6
HSED02,B001278,minority,02092,,Suzanne Bonamici,7
HSED02,T000472,minority,02110,,Mark Takano,8
HSED02,J000294,minority,02149,,Hakeem S. Jeffries,9
HSED02,S000185,minority,01037,,"Robert C. ""Bobby"" Scott",10
SSAP18,B000575,majority,01464,Chairman,Roy Blunt,1
SSAP18,M000934,majority,01507,,Jerry Moran,2
SSAP18,S000320,majority,01049,,Richard C. Shelby,3
SSAP18,C000567,majority,00213,,Thad Cochran,4
SSAP18,A000360,majority,01695,,Lamar Alexander,5
SSAP18,G000359,majority,00452,,Lindsey Graham,6
SSAP18,K000360,majority,01647,,Mark Kirk,7
SSAP18,C001075,majority,01925,,Bill Cassidy,8
SSAP18,C001047,majority,01676,,Shelley Moore Capito,9
SSAP18,L000575,majority,02050,,James Lankford,10
SSAP18,M001111,minority,01409,Ranking Member,Patty Murray,1
SSAP18,D000563,minority,00326,,Richard J. Durbin,2
SSAP18,R000122,minority,00949,,Jack Reed,3
SSAP18,M000702,minority,00802,,Barbara A. Mikulski,4
SSAP18,S001181,minority,01901,,Jeanne Shaheen,5
SSAP18,M001176,minority,01900,,Jeff Merkley,6
SSAP18,S001194,minority,02173,,Brian Schatz,7
SSAP18,B001230,minority,01558,,Tammy Baldwin,8
SSEG07,L000577,majority,02080,Chairman,Mike Lee,1
SSEG07,F000444,majority,01633,,Jeff Flake,2
SSEG07,B001261,majority,01881,,John Barrasso,3
SSEG07,R000584,majority,01896,,James E. Risch,4
SSEG07,D000618,majority,02138,,Steve Daines,5
SSEG07,G000562,majority,01998,,Cory Gardner,6
SSEG07,P000449,majority,00924,,Rob Portman,7
SSEG07,M001153,majority,01694,Ex Officio,Lisa Murkowski,8
SSEG07,H001042,minority,01844,Ranking Member,Mazie K. Hirono,1
SSEG07,W000779,minority,01247,,Ron Wyden,2
SSEG07,S000033,minority,01010,,Bernard Sanders,3
SSEG07,F000457,minority,01969,,Al Franken,4
SSEG07,M001183,minority,01983,,"Joe Manchin, III",5
SSEG07,K000383,minority,02185,,"Angus S. King, Jr.",6
SSEG07,C000127,minority,00172,Ex Officio,Maria Cantwell,7
SSRA,B000575,majority,01464,Chairman,Roy Blunt,1
SSRA,A000360,majority,01695,,Lamar Alexander,2
SSRA,M000355,majority,01395,,Mitch McConnell,3
SSRA,C000567,majority,00213,,Thad Cochran,4
SSRA,R000307,majority,00968,,Pat Roberts,5
SSRA,S000320,majority,01049,,Richard C. Shelby,6
SSRA,C001098,majority,02175,,Ted Cruz,7
SSRA,C001047,majority,01676,,Shelley Moore Capito,8
SSRA,B001236,majority,01687,,John Boozman,9
SSRA,W000437,majority,01226,,Roger F. Wicker,10
SSRA,S000148,minority,01036,Ranking Member,Charles E. Schumer,1
SSRA,F000062,minority,01332,,Dianne Feinstein,2
SSRA,D000563,minority,00326,,Richard J. Durbin,3
SSRA,U000039,minority,01567,,Tom Udall,4
SSRA,W000805,minority,01897,,Mark R. Warner,5
SSRA,L000174,minority,01383,,Patrick J. Leahy,6
SSRA,K000367,minority,01826,,Amy Klobuchar,7
SSRA,K000383,minority,02185,,"Angus S. King, Jr.",8
HSAG15,T000467,majority,01952,Chair,Glenn Thompson,1
HSAG15,L000491,majority,00711,,Frank D. Lucas,2
HSAG15,K000362,majority,01724,,Steve King,3
HSAG15,D000616,majority,02062,,Scott DesJarlais,4
HSAG15,G000564,majority,02043,,Christopher P. Gibson,5
HSAG15,B001271,majority,02027,,Dan Benishek,6
HSAG15,A000372,majority,02239,,Rick W. Allen,7
HSAG15,B001295,majority,02243,,Mike Bost,8
HSAG15,L000580,minority,02146,Ranking Member,Michelle Lujan Grisham,1
HSAG15,K000382,minority,02145,,Ann M. Kuster,2
HSAG15,N000127,minority,00867,,Richard M. Nolan,3
HSAG15,D000617,minority,02096,,Suzan K. DelBene,4
HSAG15,K000368,minority,01907,,Ann Kirkpatrick,5
SSEV09,R000605,majority,02288,Chairman,Mike Rounds,1
SSEV09,V000127,majority,01609,,David Vitter,2
SSEV09,C000880,majority,00250,Ranking Member,Mike Crapo,3
SSEV09,B001236,majority,01687,,John Boozman,4
SSEV09,S001198,majority,02290,,Daniel Sullivan,5
SSEV09,I000024,majority,00583,Ex Officio,James M. Inhofe,6
SSEV09,M000133,minority,00735,Ranking Member,Edward J. Markey,1
SSEV09,C000174,minority,00179,,Thomas R. Carper,2
SSEV09,M001176,minority,01900,,Jeff Merkley,3
SSEV09,B001288,minority,02194,,Cory A. Booker,4
SSEV09,B000711,minority,00116,Ex Officio,Barbara Boxer,5
SSEV,I000024,majority,00583,Chairman,James M. Inhofe,1
SSEV,V000127,majority,01609,,David Vitter,2
SSEV,B001261,majority,01881,,John Barrasso,3
SSEV,C001047,majority,01676,,Shelley Moore Capito,4
SSEV,C000880,majority,00250,,Mike Crapo,5
SSEV,B001236,majority,01687,,John Boozman,6
SSEV,S001141,majority,01548,,Jeff Sessions,7
SSEV,W000437,majority,01226,,Roger F. Wicker,8
SSEV,F000463,majority,02179,,Deb Fischer,9
SSEV,R000605,majority,02288,,Mike Rounds,10
SSEV,S001198,majority,02290,,Daniel Sullivan,11
SSEV,B000711,minority,00116,Ranking Member,Barbara Boxer,1
SSEV,C000174,minority,00179,,Thomas R. Carper,2
SSEV,C000141,minority,00174,,Benjamin L. Cardin,3
SSEV,S000033,minority,01010,,Bernard Sanders,4
SSEV,W000802,minority,01823,,Sheldon Whitehouse,5
SSEV,M001176,minority,01900,,Jeff Merkley,6
SSEV,G000555,minority,01866,,Kirsten E. Gillibrand,7
SSEV,B001288,minority,02194,,Cory A. Booker,8
SSEV,M000133,minority,00735,,Edward J. Markey,9
SSBK,S000320,majority,01049,Chairman,Richard C. Shelby,1
SSBK,C000880,majority,00250,,Mike Crapo,2
SSBK,C001071,majority,01825,,Bob Corker,3
SSBK,V000127,majority,01609,,David Vitter,4
SSBK,T000461,majority,02085,,Patrick J. Toomey,5
SSBK,K000360,majority,01647,,Mark Kirk,6
SSBK,H001041,majority,01863,,Dean Heller,7
SSBK,S001184,majority,02056,,Tim Scott,8
SSBK,S001197,majority,02289,,Ben Sasse,9
SSBK,C001095,majority,02098,,Tom Cotton,10
SSBK,R000605,majority,02288,,Mike Rounds,11
SSBK,M000934,majority,01507,,Jerry Moran,12
SSBK,B000944,minority,00136,Ranking Member,Sherrod Brown,1
SSBK,R000122,minority,00949,,Jack Reed,2
SSBK,S000148,minority,01036,,Charles E. Schumer,3
SSBK,M000639,minority,00791,,Robert Menendez,4
SSBK,T000464,minority,01829,,Jon Tester,5
SSBK,W000805,minority,01897,,Mark R. Warner,6
SSBK,M001176,minority,01900,,Jeff Merkley,7
SSBK,W000817,minority,02182,,Elizabeth Warren,8
SSBK,H001069,minority,02174,,Heidi Heitkamp,9
SSBK,D000607,minority,01850,,Joe Donnelly,10
SSAF15,E000295,majority,02283,Chairman,Joni Ernst,1
SSAF15,C000567,majority,00213,,Thad Cochran,2
SSAF15,H001061,majority,02079,,John Hoeven,3
SSAF15,P000612,majority,02286,,David Perdue,4
SSAF15,T000476,majority,02291,,Thom Tillis,5
SSAF15,T000250,majority,01534,,John Thune,6
SSAF15,R000307,majority,00968,Ex Officio,Pat Roberts,7
SSAF15,H001069,minority,02174,Ranking Member,Heidi Heitkamp,1
SSAF15,B000944,minority,00136,,Sherrod Brown,2
SSAF15,K000367,minority,01826,,Amy Klobuchar,3
SSAF15,B001267,minority,01965,,Michael F. Bennet,4
SSAF15,D000607,minority,01850,,Joe Donnelly,5
SSAF15,S000770,minority,01531,Ex Officio,Debbie Stabenow,6
JCSE,W000437,majority,01226,Cochairman,Roger F. Wicker,1
JCSE,B001135,majority,00153,,Richard Burr,2
JCSE,B001236,majority,01687,,John Boozman,3
JCSE,C000141,minority,00174,,Benjamin L. Cardin,1
JCSE,W000802,minority,01823,,Sheldon Whitehouse,2
JCSE,U000039,minority,01567,,Tom Udall,3
JCSE,S001181,minority,01901,,Jeanne Shaheen,4
JCSE,S000522,majority,01071,Co-Chairman,Christopher H. Smith,1
JCSE,P000373,majority,01514,,Joseph R. Pitts,2
JCSE,A000055,majority,01460,,Robert Aderholt,3
JCSE,B001248,majority,01751,,Michael C. Burgess,4
JCSE,H000324,minority,00511,,Alcee L. Hastings,1
JCSE,S000480,minority,01069,,Louise McIntosh Slaughter,2
JCSE,C001068,minority,01878,,Steve Cohen,3
HSFA16,S000522,majority,01071,Chair,Christopher H. Smith,1
HSFA16,M001187,majority,02142,,Mark Meadows,2
HSFA16,C001102,majority,02200,,Curt Clawson,3
HSFA16,D000616,majority,02062,,Scott DesJarlais,4
HSFA16,D000625,majority,02293,,Daniel M. Donovan Jr.,5
HSFA16,B001270,minority,01996,Ranking Member,Karen Bass,1
HSFA16,C001084,minority,02055,,David N. Cicilline,2
HSFA16,B001287,minority,02102,,Ami Bera,3
HSAP23,C001045,majority,01643,Chair,Ander Crenshaw,1
HSAP23,G000560,majority,01979,,Tom Graves,2
HSAP23,Y000063,majority,02021,,Kevin Yoder,3
HSAP23,W000809,majority,01991,,Steve Womack,4
HSAP23,H001056,majority,02071,Vice Chair,Jaime Herrera Beutler,5
HSAP23,A000369,majority,02090,,Mark E. Amodei,6
HSAP23,R000589,majority,02068,,E. Scott Rigell,7
HSAP23,S000248,minority,01042,Ranking Member,José E. Serrano,1
HSAP23,Q000023,minority,01967,,Mike Quigley,2
HSAP23,F000043,minority,00371,,Chaka Fattah,3
HSAP23,B000490,minority,00091,,Sanford D. Bishop Jr.,4
HSSM,C000266,majority,00186,Chair,Steve Chabot,1
HSSM,K000362,majority,01724,,Steve King,2
HSSM,L000569,majority,01931,,Blaine Luetkemeyer,3
HSSM,H001051,majority,02044,,Richard L. Hanna,4
HSSM,H001057,majority,02020,,Tim Huelskamp,5
HSSM,R000597,majority,02160,,Tom Rice,6
HSSM,G000564,majority,02043,,Christopher P. Gibson,7
HSSM,B001290,majority,02203,,Dave Brat,8
HSSM,R000600,majority,02222,,Aumua Amata Coleman Radewagen,9
HSSM,K000387,majority,02228,,Stephen Knight,10
HSSM,C001107,majority,02235,,Carlos Curbelo,11
HSSM,B001295,majority,02243,,Mike Bost,12
HSSM,H001070,majority,02260,,Cresent Hardy,13
HSSM,K000388,majority,02294,,Trent Kelly,14
HSSM,V000081,minority,01184,Ranking Member,Nydia M. Velázquez,1
HSSM,C001080,minority,01970,,Judy Chu,2
HSSM,H001063,minority,02089,,Janice Hahn,3
HSSM,P000604,minority,02097,,Donald M. Payne Jr.,4
HSSM,M001188,minority,02148,,Grace Meng,5
HSSM,L000581,minority,02252,,Brenda L. Lawrence,6
HSSM,A000370,minority,02201,,Alma S. Adams,7
HSSM,C001067,minority,01864,,Yvette D. Clarke,8
HSSM,M001196,minority,02246,,Seth Moulton,9
HSSM,T000473,minority,02240,,Mark Takai,10
HSPW13,B001269,majority,02054,Chair,Lou Barletta,1
HSPW13,C001087,majority,01989,,"Eric A. ""Rick"" Crawford",2
HSPW13,M001184,majority,02094,,Thomas Massie,3
HSPW13,M001187,majority,02142,,Mark Meadows,4
HSPW13,P000605,majority,02157,,Scott Perry,5
HSPW13,C001106,majority,02266,,Ryan A. Costello,6
HSPW13,C001105,majority,02273,,Barbara Comstock,7
HSPW13,C001107,majority,02235,,Carlos Curbelo,8
HSPW13,R000603,majority,02256,,David Rouzer,9
HSPW13,S001154,majority,01681,Ex Officio,Bill Shuster,10
HSPW13,C001072,minority,01889,Ranking Member,André Carson,1
HSPW13,N000147,minority,00868,,Eleanor Holmes Norton,2
HSPW13,S001165,minority,01818,,Albio Sires,3
HSPW13,E000290,minority,01894,,Donna F. Edwards,4
HSPW13,T000468,minority,01940,,Dina Titus,5
HSPW13,D000191,minority,00279,Ex Officio,Peter A. DeFazio,6
HSPW14,D000612,majority,01995,Chair,Jeff Denham,1
HSPW14,D000533,majority,00322,,John J. Duncan Jr.,2
HSPW14,M000689,majority,00800,,John L. Mica,3
HSPW14,G000546,majority,01656,,Sam Graves,4
HSPW14,M001150,majority,01731,,Candice S. Miller,5
HSPW14,B001269,majority,02054,,Lou Barletta,6
HSPW14,F000460,majority,02067,,Blake Farenthold,7
HSPW14,H001051,majority,02044,,Richard L. Hanna,8
HSPW14,W000806,majority,02002,,Daniel Webster,9
HSPW14,R000597,majority,02160,,Tom Rice,10
HSPW14,P000605,majority,02157,,Scott Perry,11
HSPW14,R000592,majority,02017,,Todd Rokita,12
HSPW14,K000386,majority,02264,,John Katko,13
HSPW14,B001291,majority,02270,,Brian Babin,14
HSPW14,H001070,majority,02260,,Cresent Hardy,15
HSPW14,W000820,majority,02232,,Mimi Walters,16
HSPW14,Z000017,majority,02261,,Lee M. Zeldin,17
HSPW14,S001154,majority,01681,Ex Officio,Bill Shuster,18
HSPW14,C001037,minority,01564,Ranking Member,Michael E. Capuano,1
HSPW14,B000911,minority,00132,,Corrine Brown,2
HSPW14,L000563,minority,01781,,Daniel Lipinski,3
HSPW14,N000002,minority,00850,,Jerrold Nadler,4
HSPW14,C000984,minority,00256,,Elijah E. Cummings,5
HSPW14,L000560,minority,01675,,Rick Larsen,6
HSPW14,C001068,minority,01878,,Steve Cohen,7
HSPW14,S001165,minority,01818,,Albio Sires,8
HSPW14,N000127,minority,00867,,Richard M. Nolan,9
HSPW14,E000293,minority,02114,,Elizabeth H. Esty,10
HSPW14,N000179,minority,01602,,Grace F. Napolitano,11
HSPW14,H001063,minority,02089,,Janice Hahn,12
HSPW14,D000191,minority,00279,Ex Officio,Peter A. DeFazio,13
HSAP04,G000377,majority,01487,Chair,Kay Granger,1
HSAP04,D000600,majority,01717,,Mario Diaz-Balart,2
HSAP04,D000604,majority,01799,Vice Chair,Charles W. Dent,3
HSAP04,C001045,majority,01643,,Ander Crenshaw,4
HSAP04,R000583,majority,01916,,Thomas J. Rooney,5
HSAP04,F000449,majority,01793,,Jeff Fortenberry,6
HSAP04,S001192,majority,02168,,Chris Stewart,7
